N,P,K,temperature,rainfall,area,yield
81.18528947223794,24.821391223164866,64.29408167261414,36.54162211747752,133.59681710138273,19.09974973154667,57.410978873686346
33.94938606520418,94.75488214444114,92.2257071238599,29.427927059697662,220.6569597134404,25.78465190702416,176.21980932481068
49.21446485352182,48.12981497917075,140.2343378121613,37.266461386546055,221.23072439893207,28.457085043165847,152.21613832446667
56.63618432936917,28.11366627593732,73.16666985825529,29.923630585329313,69.8475329839362,36.702142682846066,86.94019688834658
65.6069984217036,58.86974073490605,20.75127466787597,35.25402724899256,68.14417654956617,18.387440448102254,59.67773554260432
98.51759613930136,40.542125417640634,81.04499893243458,25.7418340838787,102.53909540038705,31.021532889055752,96.57029157236158
39.96737821583598,42.78983215695383,189.44523071191765,33.746498282206716,224.9532125107987,29.68339571675686,167.0492687260516
71.42344384136116,44.58319719410292,131.92953548672605,37.8260366722464,75.7805170146998,27.833188932033607,71.11169588067946
79.24145688620425,84.24207182661307,137.5810382467693,29.30307409305516,193.99936052548924,32.38368136396839,223.75242411333727
24.645041271999773,63.132902134020355,130.13360919115155,19.51962876405949,70.23312392262065,13.71300938233574,40.58025141726661
80.75448519014384,44.90461593248029,47.80850640229299,21.719940375754955,174.62757074956508,5.14778892564682,15.351058769106308
37.05241236872915,68.82670266487347,89.48343417943322,19.966114422435144,121.21345982382896,6.844311929947428,26.6786785197581
26.50515929852795,77.29205393785548,152.67856168903046,21.171425689893322,207.7827925931734,12.004536750041153,43.14108906916577
114.88855372533332,41.8099200586827,29.26085053510024,22.66038623377591,96.73808976507271,25.509698840616476,121.79222146871636
116.56320330745594,53.08392812202812,62.79202745704533,28.878344668829712,177.84036587799199,42.18169477675499,178.95920137788036
100.83973481164611,29.750887466955803,62.50063060851219,29.69979073659582,97.136506915177,35.36337376233082,143.39853945518283
50.46137691733707,34.491947962774425,92.08359624295613,25.662493681046527,192.73205662243075,39.66298960590031,98.21856617370204
29.767211400638388,74.48942831719862,196.27006077901515,30.385519495520885,224.73560691214976,18.197805572378478,131.35763260344797
88.42330265121569,34.515067815650156,22.825483869926167,17.039373140284148,75.360359825352,20.82803334077896,62.17957772943905
64.01524937396013,62.01307069336481,108.55318893231305,17.194705926454,223.3191377191007,20.29041241354003,62.732729497121355
32.20382348447788,76.72370093779462,44.07928958231999,19.29573650894146,168.7150508828596,10.401786035820574,21.928982894065573
69.51769101112703,28.55015384757951,194.42854362785138,27.951937451008618,75.42209817340479,3.999616249035029,11.779865341614512
23.43885211152184,65.38497757031229,31.5276658982182,20.34986696745784,135.5083710719424,29.954888548534115,117.9805144475622
110.9320402078782,40.525022696109104,86.68419044870234,22.082110087314433,82.17205869701958,49.47161748760872,114.65820058598175
45.877998160001695,97.03415001900639,150.19814711857518,25.007820904324852,190.0695777733139,9.17465554256288,44.863261748578026
86.2522284353982,58.683651737593976,143.86534132521462,35.29665310025949,201.77362688358994,3.287556175064414,9.75236822468351
51.1711076089411,84.47940398201266,90.31844100984713,15.346553397821502,71.15930405455978,39.197052409372716,101.60752670589594
72.00680211778108,64.01812337250094,75.83959191101647,31.23447050591556,151.22797053892887,13.376714327551486,64.61389989845233
74.67102793432797,23.473002628385533,85.54635192504541,31.721913276017133,212.92501120518344,41.65254646229349,263.50920181575884
38.485445552552704,70.65211004752179,60.212490000141464,34.96639450891591,237.2326083101993,35.49289668469125,170.46626658714635
116.95846277645586,96.11226737653256,49.01325835429196,38.31882347650783,152.70357334835398,47.33800331548942,310.3708799774343
97.51328233611146,68.1289456117065,101.7775425361891,15.503446223732245,240.05584472228142,21.037434552076927,97.70310213806617
113.9498941564189,85.53510875414321,61.02141365284539,18.844592637830406,157.13779409120596,33.43652213308107,71.67608056705674
109.48273504276489,90.73651706787263,64.61771633047752,37.15428235139983,128.83809891998158,23.777884259850264,96.19031111807902
79.78999788110852,38.2463817559146,134.78365206016582,26.462964054675382,219.6406257105791,31.89884616811863,159.630613214647
112.18742350231169,36.96358719265813,194.0220930229795,29.11476597333659,148.5965420916178,23.03034639437913,162.52478937876228
28.84925020519195,68.87847910807935,124.69106810628126,31.575680093078685,144.3805021129046,10.242980074779666,60.61144576953612
39.59828624191452,52.882277584536375,24.626098742343594,31.976665112390936,148.06249788196567,25.886973384165664,68.90249041809746
24.522728891053806,87.18890422933762,24.360886632272724,38.293510082912704,219.35700037394906,26.900625870434673,85.91657983322689
52.53303307632643,92.00184987184089,190.77041196065753,39.923735435291746,216.38830833761043,40.719588564747895,155.27278902821496
58.8677289689482,48.27371034421745,66.4852501583934,33.00393652327351,130.70399848804226,37.04051458388548,202.0281818147325
47.13490317738959,38.94964471795856,27.492727355670333,22.18053023012877,116.659971974105,33.52578957313076,126.11639721543757
102.87375091519293,82.44204121950895,123.8184715585725,36.99381005735859,148.38560480782587,6.555967682076054,42.32394116945863
55.67533266935893,41.984482843850884,128.49326787515056,16.23052286351904,164.5545019474218,36.310198242522034,114.17779993970402
48.093450968738075,85.80914548109428,133.21591582255076,20.777021321862406,97.6674421255994,25.514952661371225,103.37775897321353
74.26960831582485,53.89906029190102,60.806385292932845,37.43464293659287,208.79101694311814,44.810877269201804,192.2418624768878
34.092422497476264,73.40399194331764,12.871030000750256,21.404787860983873,147.29655314648457,46.0736757723966,98.59458652756089
100.21969807540397,27.642825106773454,193.35292019634966,20.51627649054371,116.80910968399192,3.7026729394874875,14.619220402999446
27.45506436797708,69.90874597412585,57.66967868130947,18.453132328506182,71.36419859279812,41.21143645736946,55.10088497503234
118.68869366005173,56.14141429897833,138.44499472998402,36.47779394117291,97.76903208072139,2.8471721307108604,8.335695600043415
97.22447692966574,66.92867705403793,144.25967527695482,27.50145647977717,239.85623435119675,18.99131165905611,142.32278612083357
39.87156815341724,33.441136619589074,125.90140924510229,31.87233007635387,111.01993736390531,27.57269880543288,134.15180182354658
20.55221171236024,78.94989959553456,69.45240490059317,20.976659601875742,83.77185787340707,8.256939132729244,20.336032666547865
101.54614284548342,89.02376620345828,61.5082882151725,33.95101052528041,142.13455833099863,37.569376815884766,169.51786152912138
90.68573438476172,37.33918400726205,123.55697371351359,34.00013862405246,111.41754867204975,1.40938050443479,5.158565610278983
92.90071680409874,27.657164441612938,174.55817038622138,22.814950622707503,57.03185005423883,9.261353373267806,39.94935064390391
97.12703466859458,21.89108688370691,189.87940849544515,25.26706582525707,114.62904345588345,29.459044662820308,167.27505707670818
27.404465173409037,71.35772003546128,30.12210283671395,20.242256935755023,158.82172478789371,36.004990539827325,153.45135963848875
55.84657285442726,68.56752288710246,39.417436393566774,39.41402558307261,160.34247440399338,45.91551203200189,244.43329804759455
31.58690595251297,63.7357930171256,189.49988916878513,31.14006442646029,121.31178423537774,35.56933594479657,101.8300429365523
106.31034258755935,38.555767689278035,149.94169338361058,38.363597017887884,139.46055125052013,33.91718424248843,132.80315325322655
82.3298126827558,51.27247967244117,177.76882671765688,22.58463859072833,243.10358364695327,20.322716171182552,95.2772651662628
53.08980248526492,67.55810681489385,48.5002004857152,34.547272824922246,125.46969544606232,1.0629368508132693,3.5341756309021584
26.355835028602364,59.741348708733554,121.64131551078636,34.14646609711855,101.64536265199659,6.887803678045476,33.3357384564466
51.098232171566224,99.02284161719098,143.21652293932,32.291391296663534,98.69340881335202,27.193172693045916,91.06861139389677
52.518332202674706,30.91518020453865,139.22125823492482,39.140974381670006,141.55292254082684,34.081364406376565,93.16728457477595
92.96061783380641,75.6115643238075,87.54882126467264,24.83888340265789,201.9040297433888,21.454965910926663,91.94280488466026
83.75574713552132,52.34550144834337,12.925029421348611,18.267933089743934,91.19763683769463,36.80327156489112,149.589911426911
108.72127425763266,54.25596919404918,120.75595079281,31.79272148110152,191.85922542815362,26.571252471276757,97.43506313726179
67.22149251619493,77.4078212526541,58.08929244412566,33.232745011930156,54.22996466988326,4.634633584121298,18.254823198741935
31.95942459383017,75.39489210594957,95.54830676714916,29.376514336470365,133.7865955967892,10.408796297429493,40.67185155501294
91.3244787222995,99.30047949617506,191.9403928659253,20.17044732833491,205.17301304055738,42.159912938953205,124.83105811808035
96.07850486168974,30.27154315633002,85.8167103520626,27.611398541733884,117.74659115488629,36.52072458459754,128.59849925533874
76.12771975694963,28.328771950733305,169.56230526624108,22.804743414228234,162.7474202890799,44.84333736361226,208.8630107528476
97.0967179954561,77.94710537029928,45.82271509235772,25.686663204167225,90.99584656518216,6.760305206925892,24.58854604697755
69.37955963643907,66.27095336051272,137.76749462475547,31.130464396116597,198.39907822523446,49.52090419613862,290.3941759541755
72.2732829381994,41.93285332478447,195.63132134339926,33.630368567270864,60.45582065375193,11.260928983546746,35.17249558161052
62.75410183585496,26.35354951911893,29.35968916585799,20.805617272533578,220.50852897510006,1.5772139380454586,3.2687654699922795
22.54191267440952,26.852659967714445,11.580789023166481,25.133134016173834,89.63927728433363,49.873724013624155,158.50149255363726
30.789142699330444,91.53526997312946,92.38073060019673,21.72903927479073,224.87960634166615,14.772620386810544,53.859391941903404
23.142918568673426,35.34938597749943,27.598841779759766,19.965790346546726,120.50584826010346,33.73295317311543,95.89019550467084
83.64104112637804,45.86972496924166,152.19302643848397,34.58468049989596,194.53671489489733,9.657433394638955,63.02344580369651
51.43559810763267,38.13251217815904,183.7642461312262,37.731317360924805,113.84505955723769,29.431198077757944,106.89461006654558
70.85706911647029,48.39970446655499,92.46398481466417,24.25580464211442,231.1823342469295,45.2977143362734,246.63668992727008
110.7566473926093,25.55390741968747,59.155212009533784,33.78197310934417,75.32742510367487,16.688877203993492,37.34249181676293
44.92922291488749,61.52478327266163,92.53663061125586,37.42488223411028,85.70395785451974,33.842444826173605,108.71006632493884
61.038292303562976,25.409005087377192,147.4550853915002,36.15310526325579,148.60602503176045,10.207275851122409,28.75920803991556
95.55511385430486,84.02852062578893,11.720290700270485,19.570334713480648,66.38768780762922,31.614974537217538,112.10397004094216
42.87981654916224,38.69696655283464,121.99625800209246,38.907297037834034,89.19603694035239,17.486067239058,52.77357696110755
27.697990982879297,63.20095316836085,126.52542012860202,24.416911010736563,238.75327644240286,11.349204670809632,63.37196944518514
48.975145291376805,90.40632700491666,131.16076691022775,23.481016529345908,245.29793222957744,16.34592048447812,112.63262442024332
36.122128725400444,72.07018952377553,55.98419519636667,16.560783181944508,125.25186586608439,9.763212356882168,27.99974397137574
112.96976523425731,62.636622924106824,145.6700174418441,27.154341352622076,234.65720420278714,45.193889284056254,252.48807555008054
100.8120379564417,45.94670024923005,27.364382403037517,17.725340391023217,158.96493513468636,20.462157429539314,65.47115270845234
83.34037565104234,46.64015304465583,47.86136392869216,21.21349552318565,103.94849317475341,13.018685943744,35.66789222622776
107.14605901877177,73.5589564158552,176.71930886435158,22.923565544182033,190.47974421611974,22.97198420978071,108.69024639554353
100.36720768991145,99.5311488976934,150.3573986380476,35.2206580872921,181.78036131497143,16.706272173518283,97.09846644383624
38.657005888603585,72.9471351879503,12.611655262155598,36.887216259897414,247.82506382174668,37.47654343685297,275.0121902150956
109.25589984899777,64.622673389602,57.19148947026204,22.56165793653674,103.00945748185666,48.589775682389224,256.9100831763422
73.93422419156508,78.45204081913968,50.737231768701264,36.467453031114346,184.4119005323471,22.463649178184696,144.61351492792133
100.74401551640625,57.21644898269745,61.45320232702479,36.43077343424478,60.40475100588938,43.19063659863978,231.97153879618912
109.60912999234932,24.811387408062817,57.03635635317842,34.11627375962183,72.72920773934388,28.727290604421356,96.43246479139614
51.80034749718639,64.98374527023279,21.87999619114069,18.667377850379538,50.78367499021865,8.704547589617441,23.871280520012455
31.005192452767677,96.61002276043041,97.19869815339587,32.25807117251823,249.89213621193463,34.84051436198574,263.9376514429998
42.79351625419417,34.02423538861277,149.2193602093714,38.625601614514224,210.45473942949556,26.158290359165186,118.54446952302953
62.71077886262563,75.20039126565325,125.27902769631292,32.063511969178926,207.34460294670816,32.87971963935307,236.01317869022162
101.80147659224932,36.07469509272452,137.84561703363516,23.290421227695848,151.94521505763595,44.59468321601158,177.36830988397173
106.07305832563435,62.8662147578465,25.418343921885437,27.514482935770783,110.013416581088,22.58129396214626,78.97715041086667
20.69521305311907,27.73411597173757,190.78323493358957,31.14312608377634,80.25285689253519,45.15770353765043,213.17412136929065
71.07473025775657,56.02967490065481,169.31344843017473,27.76426021821259,106.93494776929273,37.78278169980109,203.69022897469057
61.7411003148779,80.49306631161969,162.9671605141759,17.998823543274245,125.19424438582783,24.941641368021255,69.47159833634598
42.21078104707303,47.80572193911857,166.36692295793583,22.801601116300517,201.2620193960588,30.557884647240222,163.3371626488861
31.986536733368283,73.19293795897744,187.21499654522466,35.059900763840815,157.93235778063047,16.95347549343156,82.61097611749743
53.7615171403628,83.63599686317833,113.40825356160256,36.535451152387935,65.49672531109654,49.196267687199935,158.22999937800725
114.29097039125192,94.17422555835621,48.05358339484892,18.432500817889256,53.60580179178245,33.7002069894694,129.12276636455007
52.320293202075526,38.77136654843628,127.18888549198282,38.809668809968116,70.46643590681263,3.148495772334865,12.747765304885792
71.87906217433661,51.94527326474465,151.1474837969084,23.220565446215232,132.09974273947586,17.004473381652428,75.12031789203954
90.30189588951778,32.19328106643339,150.20430473726483,31.557843468268,236.63858340980366,31.542407254193815,134.25545631682724
56.3629602379294,99.39868017267001,109.07531459170723,33.79562864891703,177.48049624184432,3.7603306121627504,17.95974247796635
117.17820827209607,94.16007743394363,23.007156673379832,35.29865586594708,210.36517997510302,2.1703253746379954,12.469249015537311
116.24472949421113,63.196570422444765,80.51145830172429,38.64374255564825,143.2749189009097,23.051187736862325,96.706186244427
45.17822958253642,87.3626635501137,184.9456556080379,22.822988700720565,122.33321663900855,17.30181880494083,48.72820154696566
69.72485058923854,61.67663818176337,121.04529285391095,36.46266136378886,71.68007454332454,22.476631793625128,132.70845856747658
50.087830981676966,69.88685504022078,112.28306921858555,18.292172585905178,225.186604437241,13.871972184120253,62.20323875384884
48.48404943774676,27.12995456928133,61.08216773261677,32.626022658839815,206.63200580558058,9.071169600206066,44.619445730023536
23.68869473545328,80.42163363974464,80.00529478415,33.549443237849644,83.62361951954503,34.768024492036545,108.43668051028449
80.95643339798968,30.217078690818788,180.11575693910217,31.94308103003301,152.4521127752521,26.213984697122225,104.47180499528103
70.26790232288616,86.08541042020227,136.6279790300988,21.307868403378826,147.47496158424897,10.807556351218974,40.767431074443586
25.147875124998933,82.56224701363087,159.60353508294324,36.82607867538009,175.01831053730572,16.659881886739917,77.62714312225899
47.86464642366114,76.69957581943811,96.32563038285447,19.221461584259874,239.23737879825225,29.99858747550297,130.12195222245597
110.82658859666537,22.89283044198097,129.74697169667002,16.340869788020772,165.95428835249592,4.539238065351414,16.165866634896297
43.95618906669724,44.250268475626285,57.19288566120943,32.93662476529781,158.04345335572373,8.225197454042798,30.62926346032334
34.48948720912231,41.04900559286743,144.0375577538624,26.886892880818344,60.06458658693279,4.5890346012621155,8.779963837087214
68.94527602775631,48.810912597721526,91.24425340363409,36.2274504989669,62.58149520360479,40.803549302991826,146.53804312472246
118.56504541106007,27.011419741107083,94.08364781480167,24.584928526456473,87.46935826535778,37.868052427388456,83.70285333365491
44.20552715115004,94.95662584248502,133.3712416696075,19.20696471269282,56.49415433834966,37.9123336620836,79.36685591799935
87.21355474058785,64.3041792569901,187.89331807909608,35.911054811746745,198.67057911400246,36.09994183032538,278.73263883140834
96.16196153287176,44.44194485264188,22.161205855637974,28.72274079100179,194.6660607987926,33.79988575982359,153.911739737795
43.76375439923997,51.75852136594267,166.70121509593145,19.72989480975887,77.21124688632858,24.372603853530574,91.30450787788432
92.82163486118596,55.77620324038685,65.5527909783167,33.00959996466115,217.21578015905618,32.47163001184863,141.52503671038522
56.77831327192532,68.04754666884938,94.34469635621178,27.777840962237512,80.9572069692224,2.879716184610758,14.052508731908446
83.23058305935794,61.25435421571982,14.163532467251702,30.107824556007998,110.23511739947176,31.451756710182444,128.5342447612881
83.35297107608946,93.55135785715339,67.19875478851947,26.522458455164546,99.795379832273,39.11600757130698,181.96003219501875
73.57746840747585,59.75707863246642,105.49993609972479,35.717724595450164,124.46141971460956,25.51755965883512,101.84147112298373
29.02897700544083,99.372641185865,20.673454696013412,35.73906789207625,100.93275317799237,18.51815309293461,99.1208595619618
103.5302495589238,88.11399661960766,103.30818858280138,32.734720545609655,147.7901852876904,14.593910005247977,86.03734427449362
52.07800649717358,36.680841148586865,186.15101948310118,17.635034434911557,131.48157627093707,32.497300457942046,158.30626142626076
38.651851039985424,94.4476171715133,30.024711440482992,35.971346547601726,247.3138981558653,34.94725873286553,111.61402927885345
24.077514155476393,29.309311830838087,155.24373833434584,31.775324513322744,61.18527002564513,43.67741239326459,113.55711153609943
79.08929431882419,85.39597667929533,87.8375001414386,32.42560415010749,78.43627527747032,17.774370040588547,61.076860596923346
87.75643618422824,50.4498634781264,134.48300575962423,24.07457101009679,60.5651787817205,38.71884306189369,97.23137968334593
21.658782892785617,90.23794563560556,59.444953617193576,36.98198890392517,175.16823899647517,28.50643538527756,174.40413865025857
71.2093058299281,89.44453520859602,40.30352988285807,33.134290005871435,60.90185548274391,44.25898804322588,76.50046626893521
42.649577519793795,84.4740320094097,40.487896711533025,17.814761663229863,217.28794747522466,26.86279330648542,60.84736030577683
84.51727904094498,83.20243490456491,23.393469672197483,25.194450860154067,152.38772613638557,26.363861591500395,75.19566787998623
37.436642900499145,44.37433112784326,45.27287393123618,37.159509049003546,155.40152491630676,29.315976990604547,77.7634674046181
89.09377381024659,26.473542644100174,136.20168314790396,16.179917542434474,162.31890154243882,37.71645240197929,94.704839933682
58.67353463005374,52.23841430121291,177.52121625026652,39.03541549105124,84.16274126124215,48.26983346259458,282.4640811330637
113.67299887367345,33.88196119892069,164.68388026232074,31.97906420798907,89.53806062289752,4.604604356572517,21.53709899598746
33.75209441459933,75.59608711219694,140.17551887615198,30.784399441084418,113.76346457460093,3.618295517159841,7.387923817429083
54.10663510502585,47.687978123022845,30.982054048109507,21.763981412199783,168.69928316437029,46.93996653295959,139.5728683135249
31.347352124058908,98.04881606879319,64.94561479623047,21.219794718479427,92.0235551880429,26.9639056503921,84.07716260499635
112.46936182785628,71.27776618762655,68.8633063112691,38.55145548721489,73.26634542665225,31.130247713779866,77.02511393892667
107.7339353380981,85.79844509074887,57.491819815548034,22.45681135585307,244.02337728368644,24.638756478141715,124.51624964802646
45.79416277151556,30.601973819347876,107.85107534484739,34.387632417974984,54.39636296192458,5.58921517776625,22.25605836081987
85.99840460341791,88.9611585818098,111.7552248271378,24.828044955176978,210.53948106720432,38.63637954251466,215.52541997946747
101.72222002012158,93.82057524107155,77.80833528251094,18.4813517696176,207.6070299150044,37.61400760934076,217.00304353483463
75.52008115994623,58.96495350551487,77.21994015992284,15.267882442383973,109.4428227690192,16.27346275314779,24.329431191402588
72.96505783560065,68.5002350200782,167.42556360215545,28.60643342538127,77.12532320146268,16.00572301619162,95.37553457121278
44.18522909004517,81.18478407223964,159.96564118074028,39.394470463723316,79.12572934108468,42.05422766437041,259.82397794632277
29.310276780589923,33.98709018083301,68.48120801934166,24.228404845230113,189.4863234474385,4.545505629325005,21.23566558500262
109.72157579533267,60.205286117075396,183.61980433591927,23.92980834982612,178.56131821723474,44.174152269471726,106.75152138097978
110.04180571633304,51.89304222178505,191.03485323047616,23.602290446236054,206.54913485027734,13.576422804899806,96.94646541506414
83.31014572732678,31.70991937297993,72.08108298570775,28.013595932621463,237.49623447982094,30.056252640019203,189.34435417160756
53.90297910487007,49.40275378332252,77.34074027068043,26.016622085607338,188.3854726533184,46.86371477108711,240.40768332785876
54.92095746126609,25.453784750839485,106.07048915017218,36.997865668175365,81.17030731028869,34.228002575295676,70.6045127134752
92.59556788702393,22.06495255595896,188.81295438139796,27.63801979308726,98.68852335308213,21.307060810884792,106.38877083138354
109.71102599525771,30.81330313238582,176.5006922970392,27.69394595471422,218.4387461746229,34.78717623636534,247.76008210115432
108.70864242651173,97.0492089271339,29.48791289088206,18.459289868013915,91.86121516684172,17.85500217950214,71.36206963786665
97.98755458576238,63.96236287160136,84.61884122156908,39.56848852275965,64.50446339089629,14.58566240111012,58.887662260498956
84.20316461542878,97.2657728922576,115.14052605245665,21.249322271720743,190.6560108084501,49.837480618799304,366.925747315999
28.413996499504883,54.59983026641056,105.5951697847926,16.834101686490065,130.5052710980284,37.7887213278096,102.68505578518042
36.162871409461374,44.945290646820766,46.83398290800961,31.57865622438022,234.0080105091807,32.59127889170907,150.81156763249427
109.85541885270793,60.49134902721953,173.1751865219494,29.884159253921815,180.05101421873232,18.40919251774662,90.95158240223172
80.64290596595899,55.16093509063281,138.6187487693991,25.378641349818643,68.08379555833216,3.40888062859736,18.891309819936357
20.919705161662964,28.453174740939513,169.20259122184268,25.55480584701695,239.57131345073213,2.521786925722625,6.020269565960143
30.14715428660321,71.2661051752165,173.1652130763997,34.62659802616078,101.71145272804918,28.154881516991143,131.17111865964034
86.35017691080559,37.28305460076797,152.18761219649056,19.892816002491227,117.44249808125716,38.339603330913505,170.6488769692019
20.50615838462187,69.56703639182636,93.4500142374463,35.50633297362224,130.4520827367084,27.3315803317489,144.2354442012577
36.08080514174986,72.01608739185227,126.00388345293067,31.218677847375453,60.24485928086265,42.198468525016615,153.52190894807458
74.87337893665861,32.16198825029185,40.4694271627512,25.47424434448811,149.30308444612098,2.63790012156786,13.066304173226245
89.18951976926932,24.907970168853453,137.99262932023248,26.450715414596715,74.66369821505845,18.970851744871066,90.14364428662421
85.19612595026005,82.46092688547519,44.058118590463344,21.416180179652393,130.19406533767034,12.616449167534725,27.295603959196065
42.426930946055975,56.78403390154561,141.8504221969298,33.802858317424366,120.14195759841687,22.916375439698978,81.21461851275203
91.2179221347536,24.65310364043806,53.623650543254044,27.821868557631696,204.56801668530068,4.546443266512002,9.667370623197268
43.72490874968001,99.58930537358137,32.3347470285418,23.02136356874609,210.6341023265462,47.752450436982556,159.3917738041596
52.539969815926774,24.62244487970933,41.404053127161916,29.901252894023756,80.6825764778176,11.939514652398685,33.78337010647669
94.64914051180241,75.60281830868425,10.378505691623351,39.89336130128308,123.31023747584524,46.193080998695656,287.8921039948239
84.96328990472146,98.69431402107308,146.56052739217074,25.881556991413845,124.67063220636634,21.86876459679741,135.00441145123415
104.9223410494178,39.13440833727405,149.15619932109203,38.01728501946549,80.282088787217,49.29068252950568,141.3640486426734
85.76128923003434,31.379949494975694,107.8373364835193,23.62542099811415,209.69070101023812,28.148860789550326,64.43973856633738
76.83086033354716,29.71079515379431,40.6589322005229,16.368317673124647,191.44566566708465,46.61081034461456,177.017082482948
29.36747678280925,44.262011805407646,25.87532412703105,20.10605265921072,88.07635725940695,1.2621004460169194,3.513465096739436
56.77158030594335,28.083664880851735,13.634503623084532,25.467378583192104,123.3443817187598,37.66370150286411,82.09969881107496
46.520236768172545,75.37290733553056,41.492153623391935,20.490873214864227,71.16100497130284,45.24948200202326,190.93890932087137
44.39896433790835,24.983343850405014,179.26255164679787,15.005675955456388,175.6413194186088,7.84630778196875,39.78277521532063
117.30105547524455,60.75377025198318,55.89199992331954,37.87503844368818,74.27438490972393,5.710166734875423,19.35673792077473
59.30977246667604,99.73574830823814,77.31155217127098,36.096985280773225,247.18683372498356,21.804057752111824,161.32717039916685
109.20465551771133,85.11762156048151,30.015642051453305,33.557305787173675,206.13641493757245,46.75026640051382,213.3025899585491
83.11386259972629,69.21755505848087,52.248647902152356,19.195364891150717,128.04770991679902,27.5769414493315,110.90261403586547
99.48113035416485,44.500289662928935,108.65266844823897,18.00908940524965,165.71278645587088,26.845366722364876,97.29112422797729
70.2637093105192,69.91166690333108,125.47300978817398,16.69011873680958,232.26836324328175,7.915179796666772,22.419023268658027
77.69038846263591,62.163317112932134,56.6169396915801,33.10072971932303,160.81985607916522,1.0386860435677205,6.301269741245109
69.25176938188639,54.086670711229715,20.969110252772268,38.22019901719713,84.89969727959104,40.6968644465276,142.59270244876782
39.524298779804454,30.45683013921596,84.29624513420575,25.763395522825924,125.74067111623187,5.291153586325673,21.32480903513874
92.24521152615053,90.92833721923733,54.49864047600349,17.978516799901204,218.6289730059491,32.05864111803088,123.14527164819283
48.07723624408558,55.9827719057058,51.715245413662366,27.809820518302665,178.84260319792358,45.81620627124438,89.77079441271763
22.431596643145383,35.56980094566121,192.3739325155565,23.72079768646575,180.14487686676006,11.223943744763119,27.760987021720215
84.54722959071678,49.420748070183166,127.09709232588757,24.370623108749943,223.36429713769783,33.59836897560863,148.02585906470753
37.71106794070489,53.130380202314164,115.80690420269822,30.53326560389268,228.79461149250093,4.8562302586679635,28.523912588874346
114.04585843529144,86.20303164534994,88.99726966943116,32.96795283155506,233.95851435588725,30.584002048043036,134.8554339020254
115.39285770025873,78.68915044491217,91.49942335172742,17.76508997182902,68.96983865063122,9.032654326706934,38.34459440553327
111.48643902204485,81.54439149130718,112.77195072923536,15.88975577016191,158.82520039262016,37.06172446524372,180.13372968351462
57.01587002554444,20.882501154291777,142.32166333686038,39.85825756714287,198.1019042436637,15.760333444901502,92.43391244030418
21.545661652886743,53.29231985438092,143.4077582745476,20.818208722888798,201.38536902540275,23.706159431427665,91.61527985653265
112.83185625877253,58.50753213082589,42.62184246403542,16.345763122711478,171.34324039400076,30.372096559353462,149.085072231127
62.81841483173143,21.535382145844537,105.02142289455912,19.746883227398,83.35746703673483,9.39239712264574,23.618260983779606
116.66548190436696,40.785056699602734,88.27203805647937,15.973946158711605,209.48411078833286,37.340253112263426,136.2485730534774
116.36199770892529,80.8231858497708,175.400123591183,24.79527236542929,194.02226670298916,15.829376691203914,56.33059416536857
